genome,domain,phylum,class,order,family,genus,species,completeness,contamination,mag_size
EHA02565_bin.526,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Copromonas,s__,50.26,2.19,1499644
EHA02526_bin.120,d__Bacteria,p__Bacillota_A,c__Clostridia,o__UBA1381,f__UBA1381,g__Ornithomonoglobus,s__,92.03,1.14,3060417
EHA02467_bin.8,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Eubacterium_F,s__,97.22,0.14,2650338
EHA02565_bin.194,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__,s__,83.48,3.33,2865122
EHA02599_bin.1,d__Bacteria,p__Actinomycetota,c__Actinomycetia,o__Actinomycetales,f__Bifidobacteriaceae,g__Bifidobacterium,s__Bifidobacterium apri,95.2,7.7,2570361
EHA02444_bin.6,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__CAG-1031,s__CAG-1031 sp000431215,98.91,0.03,2443945
EHA02565_bin.355,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Cryptobacteroides,s__Cryptobacteroides sp900760425,98.1,0.33,3511870
EHA02599_bin.87,d__Bacteria,p__Actinomycetota,c__Actinomycetia,o__Actinomycetales,f__Bifidobacteriaceae,g__Bifidobacterium,s__Bifidobacterium breve,65.79,0.73,1471083
EHA02565_bin.438,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__Caccenecus,s__,90.94,1.15,1465722
EHA02488_bin.352,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Avoscillospira,s__,78.63,3.84,2609071
EHA02465_bin.11,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__JAFLTL01,s__,83.78,0.25,2244317
EHA02500_bin.173,d__Bacteria,p__Cyanobacteriota,c__Vampirovibrionia,o__Gastranaerophilales,f__Gastranaerophilaceae,g__Gastranaerophilus,s__Gastranaerophilus phascolarctosicola,82.8,5.01,1580682
EHA02414_bin.38,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__,s__,57.83,8.44,1715640
EHA02488_bin.234,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Schaedlerella,s__,88.6,1.36,3180395
EHA02565_bin.357,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Marvinbryantia,s__,84.23,1.47,2935692
EHA02565_bin.36,d__Bacteria,p__Cyanobacteriota,c__Vampirovibrionia,o__Gastranaerophilales,f__RUG14156,g__Galligastranaerophilus_A,s__,97.55,0.43,1813029
EHA02500_bin.136,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Lachnospira,s__,81.93,1.13,2645447
EHA02565_bin.104,d__Bacteria,p__Bacillota_A,c__Clostridia,o__UBA1381,f__UBA1381,g__Ornithomonoglobus,s__,63.16,1.25,2428047
EHA02418_bin.78,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Lawsonibacter,s__,89.92,1.51,2252137
EHA02418_bin.55,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__RF32,f__CAG-239,g__CAJLXD01,s__,100,0.22,1692365
EHA02522_bin.69,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Butyricicoccaceae,g__QXXE01,s__,54.76,0.24,1474887
EHA02465_bin.9,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__CAG-274,g__Tyzzerella,s__,94.4,1.05,1936911
EHA02450_bin.13,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Choladousia,s__,94.67,1.1,3875120
EHA02456_bin.17,d__Bacteria,p__Bacillota,c__Bacilli,o__Acholeplasmatales,f__Anaeroplasmataceae,g__Anaeroplasma,s__,96.87,0.42,2092609
EHA02599_bin.60,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Choladousia,s__,88.47,1.56,3776830
EHA02411_bin.41,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__VSOB01,s__,92.88,0.22,2403157
EHA02488_bin.199,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__UBA3402,s__,85.81,1.86,2996531
EHA02599_bin.6,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Anaerostipes,s__,99.7,0.76,2554451
EHA02565_bin.17,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__,s__,99.09,0.65,2248669
EHA02513_bin.230,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Dysosmobacter,s__,53.05,3.64,1531864
EHA02421_bin.16,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Paraprevotella,s__,93.49,0.19,2957350
EHA02409_bin.28,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Onthomonas,s__,94.95,1.94,2343970
EHA02583_bin.247,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Phocaeicola,s__,53.4,5.4,3621553
EHA02594_bin.103,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Pelethomonas,s__,95.48,1.31,2185832
EHA02583_bin.119,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__UBA3789,s__,60.9,1.84,996871
EHA02465_bin.2,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__CAG-873,s__,93.77,2.63,2611391
EHA02488_bin.209,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides sp902362375,99.33,0.17,5732181
EHA02594_bin.10,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__UMGS1601,s__,65.7,2.95,1136315
EHA02583_bin.100,d__Bacteria,p__Bacillota_A,c__Clostridia,o__TANB77,f__CAG-508,g__Scatovivens,s__,84.99,5.79,1471582
EHA02549_bin.1,d__Bacteria,p__Bacillota,c__Bacilli,o__Erysipelotrichales,f__Coprobacillaceae,g__Beduini,s__,100,2.69,2474792
EHA02513_bin.213,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Eubacterium_G,s__,95.72,0.13,2589500
EHA02565_bin.132,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Roseburia,s__,94.93,1.9,3252787
EHA02427_bin.20,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Faecalibacterium,s__,85.57,0.43,2982725
EHA02421_bin.26,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__RUG115,s__,99.75,0.94,2711851
EHA02559_bin.42,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Phocaeicola,s__Phocaeicola dorei,99.97,0.03,4923965
EHA02583_bin.240,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Lawsonibacter,s__,79.01,1.68,1957518
EHA02599_bin.104,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Phocaeicola,s__,99.55,0.14,3661555
EHA02478_bin.12,d__Bacteria,p__Actinomycetota,c__Actinomycetia,o__Actinomycetales,f__Microbacteriaceae,g__Mycetocola,s__Mycetocola lacteus,93,4.17,3434431
EHA02427_bin.5,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__RGIG6919,s__,100,0.6,2503543
EHA02441_bin.24,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__UBA7173,s__UBA7173 sp900548705,99.34,0.14,2892536
EHA02522_bin.47,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Eubacterium_F,s__,100,1.34,2605645
EHA02565_bin.192,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__RGIG423,s__,97.27,0.81,2816258
EHA02440_bin.8,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__CAG-74,g__Ventricola,s__,82.73,0.73,2670882
EHA02549_bin.39,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__14-2,s__,99.09,3.38,3391774
EHA02465_bin.37,d__Bacteria,p__Bacillota,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Limosilactobacillus,s__Limosilactobacillus balticus,99.98,0.61,2084601
EHA02594_bin.91,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Lawsonibacter,s__,82.54,0.17,2171194
EHA02594_bin.72,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__CAG-74,g__Limiplasma,s__,65.84,2.67,1810648
EHA02488_bin.216,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Choladousia,s__,88.33,0.87,3497590
EHA02406_bin.18,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Lawsonibacter,s__,96.99,2.29,2550192
EHA02500_bin.227,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Eisenbergiella,s__,87.65,7.66,3606429
EHA02500_bin.114,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Fimousia,s__,52.02,0.74,1616335
EHA02565_bin.246,d__Bacteria,p__Bacillota,c__Bacilli,o__Erysipelotrichales,f__Coprobacillaceae,g__,s__,69.19,6.31,1895114
EHA02565_bin.61,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Butyribacter,s__,96.99,0.93,2759323
EHA02431_bin.19,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Butyribacter,s__,96.64,0,3039755
EHA02431_bin.33,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Lawsonibacter,s__,72.7,2.08,1757702
EHA02565_bin.359,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Choladousia,s__,82.03,3.7,3210059
EHA02488_bin.175,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__UBA3402,s__,93.83,0.68,3014746
EHA02500_bin.106,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__UBA7173,s__UBA7173 sp900545955,99.81,0.04,2720492
EHA02409_bin.63,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Butyribacter,s__,82.79,0.35,2379840
EHA02409_bin.11,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Verrucomicrobiales,f__Akkermansiaceae,g__Akkermansia,s__,99.94,0.17,2513046
EHA02513_bin.93,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Fimousia,s__,52.98,9.12,1400428
EHA02500_bin.45,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_E,s__Pseudomonas_E viridiflava_D,99.99,2.7,6453293
EHA02488_bin.185,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Schaedlerella,s__,69.95,1.22,2296085
EHA02426_bin.2,d__Bacteria,p__Cyanobacteriota,c__Vampirovibrionia,o__Gastranaerophilales,f__Gastranaerophilaceae,g__UBA1221,s__,96.38,1.22,2249711
EHA02565_bin.125,d__Bacteria,p__Bacillota_B,c__Peptococcia,o__Peptococcales,f__Peptococcaceae,g__UBA7185,s__,91.95,2.98,2475447
EHA02418_bin.99,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Phocaeicola,s__Phocaeicola sartorii,93.52,1.84,4585634
EHA02415_bin.14,d__Bacteria,p__Bacillota,c__Bacilli,o__RFN20,f__CAG-449,g__UBA3210,s__,97.53,1.33,1634696
EHA02449_bin.14,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Massiliimalia,s__Massiliimalia sp900752435,99.5,0.91,2578712
EHA02544_bin.184,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Lawsonibacter,s__,63.76,1.58,1764374
EHA02583_bin.63,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__RUG626,s__,99.79,0.38,2433235
EHA02565_bin.145,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__Borkfalkiaceae,g__Coproplasma,s__,96.81,3.06,2216934
EHA02559_bin.25,d__Bacteria,p__Bacillota_A,c__Clostridia,o__UBA1381,f__UBA1381,g__CAG-41,s__,89.49,1.39,2532805
EHA02544_bin.17,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__CAG-433,s__,69.86,1.38,821125
EHA02488_bin.164,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Cryptobacteroides,s__,92.24,0.83,2592712
EHA02565_bin.335,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__MGBC100174,s__,85.96,1.82,3252985
EHA02500_bin.5,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__Fimenecus,s__,95.61,2.1,1900447
EHA02583_bin.200,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Dysosmobacter,s__,83.64,1.39,2068598
EHA02526_bin.63,d__Bacteria,p__Bacillota,c__Bacilli,o__Erysipelotrichales,f__Coprobacillaceae,g__Fimiplasma,s__,69.11,2.63,2263280
EHA02449_bin.8,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Choladousia,s__,92.3,1.69,3935787
EHA02583_bin.187,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__UBA11957,s__,95.67,2.46,2398469
EHA02565_bin.397,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__CAG-74,g__Ventricola,s__,73.41,1.92,2443285
EHA02444_bin.31,d__Bacteria,p__Cyanobacteriota,c__Vampirovibrionia,o__Gastranaerophilales,f__Gastranaerophilaceae,g__CAG-196,s__CAG-196 sp002102975,99.81,0.97,2101316
EHA02544_bin.54,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__RUG11237,s__,99.92,2.9,3317663
EHA02443_bin.26,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Alistipes,s__,85.65,0.13,2040562
EHA02411_bin.134,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides rodentium,51.06,5.17,2634182
EHA02430_bin.31,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Faecousia,s__,100,1.3,3255403
EHA02513_bin.201,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Enterenecus,s__,82.22,3.88,2024979
EHA02444_bin.24,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Neisseriaceae,g__JAGNPU01,s__,91.6,1.49,2723516
EHA02526_bin.154,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Eisenbergiella,s__,58.76,4.15,2612733
EHA02488_bin.17,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Eubacterium_I,s__,95.17,2.9,3070203
EHA02488_bin.424,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Coprococcus_A,s__,94.68,1.67,2557294
EHA02565_bin.150,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__UBA1394,s__,61.48,0.41,1600967
EHA02526_bin.92,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Choladocola,s__,96.22,3.86,3246916
EHA02411_bin.69,d__Bacteria,p__Elusimicrobiota,c__Elusimicrobia,o__Elusimicrobiales,f__Elusimicrobiaceae,g__UBA1436,s__,98.55,0.21,1642961
EHA02411_bin.34,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Barnesiellaceae,g__UMGS27,s__UMGS27 sp900538555,99.5,0.07,3238046
EHA02565_bin.374,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__CAG-74,g__,s__,93.59,1.81,2944435
EHA02565_bin.73,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__CAG-272,g__CAKSQF01,s__,64.16,0.33,1916552
EHA02439_bin.27,d__Bacteria,p__Bacillota_A,c__Clostridia,o__UBA1381,f__UBA1381,g__JALEPO01,s__,86.15,0.2,2551194
EHA02480_bin.14,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Choladocola,s__,91.22,4.85,3679901
EHA02522_bin.36,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Butyribacter,s__,95.24,1.09,2825413
EHA02565_bin.253,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__MGBC143606,s__,99.75,0.9,2695260
EHA02500_bin.46,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__Prevotella sp900549175,84.33,1.23,3171380
EHA02526_bin.127,d__Bacteria,p__Actinomycetota,c__Coriobacteriia,o__Coriobacteriales,f__Eggerthellaceae,g__CAAEEV01,s__,87.98,3.31,2364777
EHA02565_bin.243,d__Bacteria,p__Bacillota_A,c__Clostridia,o__TANB77,f__CAG-465,g__CAG-465,s__,66.37,3.06,1231497
EHA02513_bin.166,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__CAG-74,g__Ventricola,s__,66.94,6.16,1956453
EHA02488_bin.195,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__,s__,87.35,1.31,1165843
EHA02549_bin.78,d__Bacteria,p__Bacillota_A,c__Clostridia,o__TANB77,f__CAG-508,g__Scatovivens,s__,97.47,3.65,2126040
EHA02526_bin.258,d__Bacteria,p__Bacillota_A,c__Clostridia,o__TANB77,f__CAG-508,g__CAG-269,s__,63.97,5.89,1056529
EHA02413_bin.11,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Acetatifactor,s__,99.96,0.02,2870100
EHA02488_bin.198,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Merdisoma,s__,77.22,6.25,2778082
EHA02488_bin.222,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Fusicatenibacter,s__,82.32,1.14,2684432
EHA02443_bin.19,d__Bacteria,p__Cyanobacteriota,c__Vampirovibrionia,o__Gastranaerophilales,f__Gastranaerophilaceae,g__Gastranaerophilus,s__Gastranaerophilus phascolarctosicola,99.27,0.08,1879576
EHA02447_bin.16,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__,99.33,0.07,2955924
EHA02405_bin.1,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Wujia,s__,99.72,1.39,2352410
EHA02526_bin.271,d__Bacteria,p__Actinomycetota,c__Actinomycetia,o__Actinomycetales,f__Bifidobacteriaceae,g__Bifidobacterium,s__Bifidobacterium boum,85.72,0.88,1781433
EHA02583_bin.7,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Merdisoma,s__,74.59,2.06,2339614
EHA02526_bin.285,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Lawsonibacter,s__,81.33,1.75,2515924
EHA02559_bin.62,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Gemmiger,s__,55.57,8.9,1878606
EHA02488_bin.135,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__UBA1242,g__,s__,61.37,0.23,716559
EHA02500_bin.235,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Choladocola,s__,62.95,1.89,1972170
EHA02565_bin.336,d__Bacteria,p__Cyanobacteriota,c__Vampirovibrionia,o__Gastranaerophilales,f__Gastranaerophilaceae,g__Zag111,s__,90.1,3.56,2137629
EHA02513_bin.212,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__CAG-873,s__,99.84,0.25,2898385
EHA02411_bin.1,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__Aphodocola,s__,96.02,5.41,1498533
EHA02599_bin.62,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__CAG-873,s__,94.7,0.92,2975820
EHA02488_bin.371,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Butyribacter,s__,91.15,0.56,3396544
EHA02500_bin.84,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__UBA7173,s__,83.62,0.34,2693551
EHA02500_bin.130,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Faecousia,s__,95.93,1.02,2786236
EHA02488_bin.105,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Blautia_A,s__,89.02,4.88,3216791
EHA02488_bin.302,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Gemmiger,s__,91.46,2.05,2253313
EHA02526_bin.291,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Paraprevotella,s__,90.56,1.34,2924580
EHA02465_bin.4,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__Paramuribaculum,s__,98.85,0.04,2550540
EHA02500_bin.191,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Ventrimonas,s__,88.05,3.82,3424300
EHA02565_bin.249,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__RF32,f__CAG-239,g__CAG-267,s__,94.66,0.67,1765536
EHA02565_bin.19,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__UBA1242,g__,s__,85.63,3.32,1138973
EHA02565_bin.519,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__JAAWCD01,s__,56.66,8.12,1581861
EHA02500_bin.127,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__Eubacterium_R,s__,70.69,2.44,1625455
EHA02526_bin.257,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__,83.88,2.41,2932562
EHA02606_bin.3,d__Bacteria,p__Actinomycetota,c__Coriobacteriia,o__Coriobacteriales,f__Atopobiaceae,g__Paratractidigestivibacter,s__,88.86,0.24,2373347
EHA02565_bin.118,d__Bacteria,p__Bacillota_A,c__Clostridia,o__UBA1381,f__UBA1381,g__,s__,52.26,0.1,1042899
EHA02418_bin.48,d__Bacteria,p__Bacillota,c__Bacilli,o__RFN20,f__CAG-449,g__CAG-449,s__,94.87,0.64,1861659
EHA02559_bin.59,d__Bacteria,p__Bacillota,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus kitasatonis,99.85,0.63,1981664
EHA02583_bin.21,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__CAMBRQ01,s__,93.21,0.64,2958262
EHA02565_bin.219,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__CAG-272,g__UMGS1696,s__,96.17,0,2664600
EHA02488_bin.400,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Choladocola,s__,60.13,2.13,1986748
EHA02526_bin.68,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Eisenbergiella,s__,67.4,0.81,2733319
EHA02455_bin.12,d__Bacteria,p__Actinomycetota,c__Actinomycetia,o__Actinomycetales,f__Bifidobacteriaceae,g__Bifidobacterium,s__Bifidobacterium pseudocatenulatum,99.89,1.3,2127226
EHA02465_bin.46,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__CAG-115,s__,82.11,2.41,2456208
EHA02479_bin.3,d__Bacteria,p__Campylobacterota,c__Campylobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter_D,s__Campylobacter_D coli,99.97,0.12,1804698
EHA02434_bin.20,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Phocaeicola,s__,73.88,2.77,2968050
EHA02411_bin.109,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__CAG-74,g__,s__,63.97,9.6,2464540
EHA02565_bin.364,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Eubacterium_I,s__,84.02,4.11,3378687
EHA02594_bin.74,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Acetatifactor,s__,99.9,0.02,2906905
EHA02526_bin.4,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__RUG115,s__,98.13,5.71,3271759
EHA02526_bin.299,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales_A,f__Pasteurellaceae,g__,s__,68.46,6.96,1624704
EHA02526_bin.77,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__RUG11237,s__,66.13,1.24,2062294
